date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-09-12,79.79,82.39,79.1,76.78,30737.42,-3.7,-4.47,84.43,85.638,89.375,48083.92,43262.25,58750.27,14.1
2016-09-09,82.75,85.7,82.8,82.01,33639.73,0.31,0.38,87.212,86.263,89.755,51720.7,44456.65,61173.76,15.43
2016-09-08,83.1,85.99,82.49,81.1,43676.45,-3.39,-3.95,87.562,87.085,89.557,51164.77,46282.87,61915.91,20.04
2016-09-07,93.6,94.0,85.88,85.26,65635.49,-6.0,-6.53,87.894,88.172,89.22,48893.72,48544.85,62733.52,30.11
2016-09-06,95.0,95.99,91.88,88.88,66730.49,-1.13,-1.22,88.048,88.76,88.843,45243.23,48608.16,62738.16,30.61
2016-09-05,84.9,93.01,93.01,84.9,48921.33,8.46,10.01,86.846,88.857,88.13,38440.58,48442.64,62216.8,22.44
2016-09-02,83.08,85.68,84.55,82.6,30860.08,0.4,0.47,85.314,88.664,87.098,37192.61,50310.38,61540.14,14.16
2016-09-01,85.98,86.3,84.15,83.68,32321.2,-2.5,-2.88,86.608,90.329,86.521,41400.98,55756.44,61885.08,14.83
2016-08-31,86.0,87.78,86.65,81.6,47383.05,0.78,0.91,88.45,92.114,85.949,48195.98,63822.29,62394.1,21.74
2016-08-30,86.3,88.4,85.87,85.0,32717.24,0.52,0.61,89.472,93.009,85.316,51973.08,68882.27,62882.62,15.01
2016-08-29,90.8,90.8,85.35,83.58,42681.47,-5.67,-6.23,90.868,93.113,84.507,58444.7,74238.3,63749.72,19.58
2016-08-26,91.99,92.8,91.02,87.12,51901.93,-2.34,-2.51,92.014,93.248,83.434,63428.15,77890.86,63106.87,23.81
2016-08-25,89.01,93.9,93.36,83.53,66296.2,1.6,1.74,94.05,92.028,82.3,70111.91,77548.94,62120.04,30.41
2016-08-24,93.1,96.28,91.76,91.02,66268.57,-1.09,-1.17,95.778,90.267,81.137,79448.6,76922.2,60889.69,30.4
