date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2016-08-01,30.24,30.24,29.74,29.03,36113.22,-0.55,-1.82,31.26,32.699,33.976,51100.05,49092.45,83977.13,5.02
2016-07-29,30.69,30.75,30.28,29.95,34429.43,-0.42,-1.37,32.058,33.122,34.071,51853.74,51511.47,86310.81,4.78
2016-07-28,31.3,31.84,30.72,29.6,59488.51,-0.53,-1.7,32.704,33.605,34.112,53778.09,53294.46,87838.88,8.26
2016-07-27,34.6,34.62,31.22,31.18,90119.99,-3.11,-9.06,33.394,34.07,34.122,50616.18,54562.19,88450.53,12.52
2016-07-26,34.0,34.48,34.34,33.8,35349.12,0.65,1.93,34.062,34.571,34.148,43475.15,58805.0,89245.01,4.91
2016-07-25,33.44,34.16,33.73,33.24,39881.63,0.22,0.66,34.138,34.697,33.995,47084.84,65612.61,91412.69,5.54
2016-07-22,34.0,34.36,33.51,33.4,44051.2,-0.65,-1.9,34.186,34.777,33.849,51169.21,72755.91,92219.14,6.12
2016-07-21,34.22,34.85,34.17,34.1,43678.98,-0.39,-1.13,34.506,34.964,33.67,52810.84,77940.77,93611.78,6.07
2016-07-20,34.7,35.47,34.56,34.12,54414.84,-0.15,-0.43,34.746,35.158,33.501,58508.19,91260.87,94694.88,7.56
2016-07-19,34.1,34.8,34.72,33.81,53397.55,0.76,2.24,35.08,35.311,33.338,74134.85,107602.1,96861.62,7.42
2016-07-18,34.8,34.9,33.97,33.81,60303.46,-1.15,-3.27,35.256,35.253,33.112,84140.37,118861.81,98665.85,8.38
2016-07-15,35.7,35.89,35.11,35.0,52259.35,-0.27,-0.76,35.368,35.02,32.959,94342.62,121110.15,100520.66,7.26
2016-07-14,36.25,36.25,35.37,34.87,72165.77,-0.83,-2.29,35.422,34.618,32.666,103070.71,122383.31,100345.17,10.02
2016-07-13,35.92,37.2,36.23,35.11,132548.14,0.65,1.83,35.57,34.173,32.34,124013.55,122338.87,99305.72,18.41
2016-07-12,34.4,35.64,35.6,34.19,103425.13,1.08,3.13,35.542,33.725,31.998,141069.34,119685.01,95984.68,14.36
2016-07-11,35.38,35.7,34.53,34.25,111314.71,-0.85,-2.4,35.25,33.293,31.632,153583.25,117212.78,93039.86,15.46
2016-07-08,36.17,36.49,35.38,35.3,95899.82,-0.72,-1.99,34.672,32.92,31.329,147877.68,111682.37,92447.74,13.32
2016-07-07,35.82,37.66,36.11,35.03,176879.94,0.02,0.06,33.814,32.376,31.135,141695.9,109282.78,92540.58,24.57
2016-07-06,33.4,37.5,36.09,33.2,217827.12,1.93,5.65,32.776,31.843,30.955,120664.19,98128.89,90662.56,30.25
2016-07-05,32.0,34.78,34.14,31.58,165994.66,2.48,7.83,31.908,31.364,30.703,98300.68,86121.14,83537.88,23.05
2016-07-04,30.7,31.82,31.64,30.49,82786.84,0.55,1.77,31.336,30.97,30.557,80842.3,78469.88,81298.94,11.5
2016-07-01,30.91,31.74,31.09,30.91,64990.92,0.16,0.52,31.168,30.898,30.587,75487.06,79931.18,81848.57,9.03
2016-06-30,31.2,31.49,30.92,30.77,71721.43,-0.84,-2.65,30.938,30.713,30.917,76869.66,78307.03,84747.3,9.96
2016-06-29,31.51,31.89,31.75,30.9,106009.53,0.49,1.57,30.91,30.506,31.124,75593.59,76272.57,84201.86,14.72
2016-06-28,30.75,31.4,31.28,30.41,78702.78,0.48,1.56,30.82,30.271,31.211,73941.6,72284.34,80585.92,10.93
2016-06-27,29.48,30.95,30.8,29.31,56010.62,0.86,2.87,30.604,29.971,31.36,76097.47,68866.94,80131.04,7.78
2016-06-24,30.62,31.09,29.94,28.23,71903.92,-0.82,-2.67,30.628,29.737,31.508,84375.3,73213.11,80109.94,9.99
2016-06-23,31.21,31.22,30.78,30.3,65341.12,-0.5,-1.6,30.488,29.893,31.648,79744.4,75798.39,78150.67,9.08
2016-06-22,30.0,31.5,31.3,29.63,97749.56,1.11,3.68,30.102,30.066,31.729,76951.54,83196.23,76084.43,13.58
2016-06-21,31.21,31.66,30.2,30.0,89482.12,-0.71,-2.3,29.722,30.041,31.814,70627.09,80954.62,72810.05,12.43
2016-06-20,29.48,30.98,30.92,29.26,97399.77,1.68,5.75,29.338,30.143,31.921,61636.41,84127.99,69400.58,13.53
2016-06-17,28.88,29.59,29.24,28.88,48749.43,0.39,1.35,28.846,30.276,31.973,62050.92,83765.96,65800.8,6.77
2016-06-16,29.36,29.49,28.85,28.7,51376.8,-0.53,-1.8,29.298,31.121,32.097,71852.38,91187.57,64864.13,7.14
2016-06-15,27.9,29.74,29.4,27.7,66127.32,1.13,4.0,30.03,31.742,32.299,89440.93,92131.15,63761.55,9.18
2016-06-14,28.0,28.39,28.28,27.8,44528.73,-0.15,-0.53,30.36,32.15,32.478,91282.15,88887.49,61888.8,6.18
2016-06-13,30.63,30.9,28.46,28.41,99472.31,-3.05,-9.68,30.948,32.748,32.671,106619.57,91395.13,61061.21,13.82
2016-06-08,31.91,32.19,31.5,31.38,97756.75,-1.01,-3.11,31.706,33.279,32.875,105481.0,87006.77,57789.75,13.58
2016-06-07,31.11,32.8,32.51,30.97,139319.52,1.44,4.63,32.944,33.402,32.955,110522.76,80502.95,54949.53,19.35
2016-06-06,31.24,31.38,31.05,30.4,75333.42,-0.16,-0.51,33.454,33.392,33.029,94821.37,68972.62,50425.44,10.46
2016-06-03,31.81,31.85,31.22,30.98,121215.87,-1.03,-3.19,33.94,33.586,33.136,86492.84,64665.48,49452.2,16.84
2016-06-02,31.0,32.85,32.25,30.87,93779.45,0.94,3.0,34.548,33.698,33.339,76170.69,54673.17,47993.46,13.02
2016-06-01,35.09,38.55,37.69,34.87,122965.52,2.64,7.53,34.852,33.669,33.525,68532.54,47835.64,45270.02,20.49
2016-05-31,33.53,35.15,35.06,33.53,60812.57,1.56,4.66,33.86,33.073,33.441,50483.14,38540.68,42084.98,10.14
2016-05-30,33.8,34.15,33.48,33.34,33690.79,-0.78,-2.28,33.33,32.855,33.46,43123.87,35391.95,41243.62,5.62
2016-05-27,33.6,34.7,34.26,33.21,69605.14,0.5,1.48,33.232,32.805,33.489,42838.13,34890.11,40729.22,11.6
2016-05-26,33.03,33.8,33.77,32.45,55588.69,1.04,3.18,32.848,32.594,33.499,33175.64,30727.29,39274.05,9.26
2016-05-25,32.79,33.5,32.73,32.42,32718.49,0.35,1.08,32.486,32.47,33.571,27138.74,28572.72,38803.47,5.45
2016-05-24,32.7,32.99,32.41,32.25,24016.26,-0.58,-1.76,32.286,32.508,33.694,26598.23,29396.1,38815.74,4.0
2016-05-23,32.58,33.29,32.99,32.4,32262.05,0.65,2.01,32.38,32.665,33.795,27660.02,31878.26,39646.13,5.38
2016-05-20,31.5,32.4,32.34,31.41,21292.72,0.4,1.25,32.378,32.686,33.907,26942.1,34238.92,39834.12,3.55
2016-05-19,31.83,32.59,31.96,31.8,25404.19,0.23,0.72,32.34,32.98,34.023,28278.94,41313.75,41374.84,4.23
2016-05-18,32.5,32.52,31.73,31.38,30015.92,-1.18,-3.59,32.454,33.38,34.214,30006.7,42704.39,44619.37,5.0
2016-05-17,33.01,33.68,32.88,32.54,29325.22,-0.1,-0.3,32.73,33.808,34.595,32193.98,45629.28,45863.36,4.89
2016-05-16,32.0,33.1,32.98,31.9,28672.46,0.82,2.55,32.95,34.065,34.906,36096.51,47095.29,47474.57,4.78
2016-05-13,32.5,32.95,32.15,31.9,27976.9,-0.39,-1.2,32.994,34.172,35.287,41535.73,46568.33,51770.7,4.66
2016-05-12,32.5,32.6,32.53,31.3,34043.02,-0.61,-1.84,33.62,34.404,35.784,54348.57,47820.81,59462.74,5.67
2016-05-11,33.85,34.38,33.11,33.06,40952.3,-0.86,-2.53,34.306,34.671,36.11,55402.08,49034.21,63928.71,6.83
2016-05-10,33.36,34.74,33.98,33.35,48837.85,0.79,2.38,34.886,34.88,36.37,59064.57,48235.37,66938.94,8.14
2016-05-09,34.6,34.6,33.2,32.99,55868.58,-2.11,-5.98,35.18,34.925,36.566,58094.08,47413.99,68313.05,9.31
2016-05-06,36.09,37.5,35.28,35.2,92041.08,-0.67,-1.86,35.35,35.128,36.708,51600.93,45429.33,67981.49,15.34
2016-05-05,35.68,36.16,35.96,35.26,39310.6,-0.05,-0.14,35.188,35.065,36.795,41293.06,41435.92,66060.74,6.55
2016-05-04,35.45,36.92,36.01,35.15,59264.76,0.58,1.64,35.036,35.047,36.895,42666.34,46534.34,67075.35,9.88
2016-05-03,34.21,35.5,35.45,33.8,43985.38,1.38,4.05,34.874,35.381,37.01,37406.17,46097.43,67353.04,7.33
2016-04-29,34.13,34.48,34.05,34.0,23402.83,-0.42,-1.22,34.67,35.746,37.085,36733.9,47853.84,67678.96,3.9
2016-04-28,35.01,35.16,34.47,33.5,40501.72,-0.75,-2.13,34.906,36.401,37.276,39257.72,56973.07,70596.09,6.75
2016-04-27,35.1,35.85,35.2,34.61,46177.01,0.03,0.09,34.942,37.164,37.446,41578.79,71104.66,71597.86,7.7
2016-04-26,34.02,35.2,35.2,34.02,32963.92,0.77,2.24,35.058,37.549,37.464,50402.34,78823.21,72139.12,5.49
2016-04-25,35.19,35.19,34.43,33.34,40624.0,-0.8,-2.27,35.888,37.859,37.546,54788.7,85642.51,72734.11,6.77
2016-04-22,34.43,35.29,35.23,34.16,36021.95,0.56,1.61,36.822,38.206,37.698,58973.78,89212.11,73408.62,6.0
2016-04-21,35.45,36.11,34.65,34.51,52107.06,-1.12,-3.13,37.896,38.288,37.834,74688.42,90533.66,75898.44,8.68
2016-04-20,39.16,39.64,35.78,35.43,90294.75,-3.59,-9.12,39.386,38.524,38.063,100630.53,90685.55,78757.64,15.05
2016-04-19,39.6,39.95,39.35,38.7,54895.72,0.28,0.72,40.04,38.742,38.189,107244.08,87616.36,77603.57,9.15
2016-04-18,39.61,39.86,39.1,38.81,61549.43,-1.52,-3.74,39.83,38.639,38.18,116496.32,88608.64,80864.51,10.26
2016-04-15,41.5,42.0,40.6,40.17,114595.14,-1.47,-3.49,39.59,38.424,38.122,119450.44,87504.07,84194.35,19.1
2016-04-14,38.96,42.93,42.1,38.51,181817.62,3.07,7.87,38.68,38.151,37.819,106378.89,84219.11,81960.22,30.3
2016-04-13,38.45,39.7,39.05,38.11,123362.48,0.79,2.06,37.662,37.727,37.379,80740.57,72091.06,75716.66,20.56
2016-04-12,37.98,39.0,38.3,37.71,101156.95,0.42,1.11,37.444,37.378,37.14,67988.64,65455.04,72488.01,16.86
2016-04-11,36.35,38.38,37.9,36.35,76319.99,1.84,5.1,37.448,37.232,36.995,60720.95,59825.7,71973.84,12.72
2016-04-08,36.5,36.5,36.05,35.41,49237.42,-0.97,-2.62,37.258,37.189,36.8,55557.71,57605.13,71969.25,8.21
2016-04-07,38.14,38.27,37.01,37.0,53626.03,-0.92,-2.43,37.622,37.379,36.639,62059.32,61263.23,72335.01,8.94
2016-04-06,37.96,38.33,37.96,37.27,59602.83,-0.36,-0.94,37.792,37.602,36.482,63441.54,66829.74,73890.19,9.93
2016-04-05,36.96,38.51,38.32,36.86,64818.47,1.33,3.6,37.312,37.636,36.259,62921.43,67590.78,74192.58,10.8
2016-04-01,37.41,37.65,36.95,36.45,50503.79,-0.9,-2.38,37.016,37.72,36.029,58930.46,73120.38,74169.02,8.42
2016-03-31,38.1,38.6,37.87,37.68,81745.5,-0.01,-0.03,37.12,37.82,35.802,59652.55,80884.63,75440.87,13.62
2016-03-30,35.92,37.92,37.86,35.7,60537.13,2.25,6.32,37.136,37.487,35.639,60467.13,79701.33,75718.24,10.09
2016-03-29,37.1,37.2,35.56,35.01,57002.27,-1.34,-3.63,37.412,37.031,35.522,70217.93,79342.26,77725.39,9.5
2016-03-28,37.88,38.34,36.84,36.61,44863.62,-0.63,-1.68,37.96,36.903,35.394,72260.13,79520.98,78893.16,7.48
2016-03-25,37.7,38.28,37.47,36.06,54114.23,-0.45,-1.19,38.424,36.757,35.193,87310.3,84121.99,79191.73,9.02
2016-03-24,38.29,39.48,37.95,37.89,85818.42,-1.26,-3.21,38.52,36.41,35.142,102116.72,86333.37,79958.52,14.3
2016-03-23,38.01,40.4,39.24,37.79,109291.09,0.97,2.54,37.838,35.898,35.159,98935.52,83406.8,80203.45,18.22
2016-03-22,38.5,39.15,38.3,38.1,67213.31,-0.85,-2.17,36.65,35.361,35.326,88466.6,80950.65,79736.3,11.2
2016-03-21,38.8,40.28,39.16,38.14,120114.43,1.21,3.19,35.846,34.881,35.669,86781.83,80794.37,81351.13,20.02
2016-03-18,34.53,37.95,37.95,34.5,128146.34,3.45,10.0,35.09,34.337,35.951,80933.67,75217.67,80650.61,21.36
2016-03-17,33.42,34.73,34.54,33.0,69912.43,1.29,3.88,34.3,33.784,36.266,70550.03,69997.11,79000.44,11.65
2016-03-16,34.48,34.97,33.3,32.99,56946.49,-0.97,-2.83,33.958,33.79,36.73,67878.08,71735.14,81884.94,9.49
2016-03-15,35.0,35.24,34.28,34.18,58789.45,-1.08,-3.05,34.072,34.013,37.212,73434.71,76108.51,84416.41,9.8
2016-03-14,34.61,36.28,35.38,34.41,90873.66,1.39,4.09,33.916,33.885,37.558,74806.91,78265.33,85633.79,15.15
2016-03-11,32.2,34.17,34.0,32.01,76228.1,1.15,3.5,33.584,33.628,37.737,69501.67,74261.47,83976.3,12.7
2016-03-10,33.51,34.29,32.83,32.17,56552.7,-1.02,-3.01,33.268,33.873,38.048,69444.2,73583.66,84491.78,9.43
2016-03-09,32.4,35.17,33.87,32.0,84729.62,0.39,1.17,33.622,34.42,38.535,75592.21,77000.11,87909.81,14.12
2016-03-08,33.3,33.6,33.5,31.15,65650.47,-0.23,-0.68,33.954,35.29,38.857,78782.32,78521.94,87664.49,10.94
2016-03-07,32.82,33.8,33.72,32.61,64347.44,1.32,4.07,33.854,36.456,39.25,81723.76,81907.9,89446.27,10.72
2016-03-04,34.4,34.5,32.42,31.47,75940.75,-2.18,-6.3,33.672,37.564,39.579,79021.28,86083.55,91264.09,12.66
2016-03-03,35.0,36.73,34.6,34.51,87292.76,-0.94,-2.65,34.478,38.747,39.91,77723.12,88003.78,92861.01,14.55
2016-03-02,32.7,35.79,35.53,32.35,100680.19,2.5,7.57,35.218,39.669,40.036,78408.01,92034.73,93894.04,16.78
2016-03-01,32.8,33.82,33.0,30.41,80357.65,0.19,0.58,36.626,40.41,40.319,78261.56,92724.3,96652.84,13.39
2016-02-29,35.75,36.0,32.81,32.81,50835.05,-3.64,-9.99,39.058,41.23,40.637,82092.04,93002.25,98413.45,8.47
2016-02-26,38.0,38.54,36.45,35.4,69449.97,-1.85,-4.83,41.456,41.846,41.186,93145.81,93691.13,101951.75,11.57
2016-02-25,42.03,42.1,38.3,38.3,90717.19,-4.26,-10.01,43.016,42.222,41.53,98284.43,95399.91,106218.11,15.12
2016-02-24,44.5,44.93,42.57,41.01,99947.93,-2.6,-5.76,44.12,42.65,41.687,105661.45,98819.52,108791.69,16.66
2016-02-23,44.76,45.56,45.16,43.72,99510.07,0.36,0.8,44.194,42.424,41.806,107187.04,96807.04,112090.26,16.59
2016-02-22,45.25,46.05,44.8,44.16,106103.91,0.58,1.31,43.402,42.044,42.032,103912.46,96984.63,115144.03,17.68
2016-02-19,43.05,44.4,44.25,42.6,95143.06,0.47,1.07,42.236,41.594,42.187,94236.45,96444.64,118256.22,15.86
2016-02-18,43.21,44.98,43.82,41.92,127602.3,0.94,2.19,41.428,41.072,42.487,92515.38,97718.25,120894.28,21.27
2016-02-17,41.0,44.39,42.94,40.4,107575.85,1.77,4.3,41.18,40.402,43.071,91977.58,95753.35,124432.88,17.93
2016-02-16,39.35,41.5,41.2,39.3,83137.19,2.25,5.78,40.654,40.228,43.729,86427.04,100581.38,131556.2,13.86
2016-02-15,37.7,39.77,38.97,37.37,57723.84,-1.29,-3.2,40.686,40.043,44.344,90056.8,103824.65,138293.65,9.62
2016-02-05,42.18,42.36,40.21,40.04,86537.72,-2.38,-5.59,40.952,40.526,45.187,98652.82,110212.36,144314.98,14.42
2016-02-04,41.08,44.17,42.58,40.68,124913.3,2.34,5.82,40.716,40.838,46.291,102921.12,117036.32,155983.04,20.82
2016-02-03,40.02,40.83,40.31,39.02,79823.13,-1.02,-2.47,39.624,40.724,47.6,99529.12,118763.87,154891.68,13.3
2016-02-02,40.39,41.8,41.36,39.49,101286.0,1.06,2.63,39.802,41.187,49.405,114735.73,127373.48,165354.74,16.88
2016-02-01,38.5,41.2,40.3,37.76,100703.96,1.29,3.31,39.4,42.02,50.809,117592.5,133303.42,180408.03,16.78
2016-01-29,37.24,40.01,39.03,37.1,107879.21,1.87,5.03,40.1,42.779,51.959,121771.9,140067.81,195261.64,17.98
2016-01-28,39.81,40.27,37.12,37.1,107953.29,-4.06,-9.86,40.96,43.901,52.948,131151.52,144070.32,204010.62,17.99
2016-01-27,38.79,41.99,41.2,37.0,155856.2,1.85,4.7,41.824,45.739,53.764,137998.62,153112.41,198913.76,25.98
2016-01-26,42.5,42.6,39.35,39.35,115569.85,-4.37,-9.99,42.572,47.23,54.134,140011.22,162531.02,191278.1,19.26
2016-01-25,43.2,44.4,43.8,41.88,121600.95,0.49,1.13,44.64,48.644,54.375,149014.35,172762.65,185628.56,20.27
2016-01-22,41.57,44.44,43.33,40.6,154777.31,1.94,4.69,45.458,49.847,54.192,158363.72,178417.6,179655.51,25.8
2016-01-21,43.39,44.66,41.44,41.2,142188.8,-3.5,-7.79,46.842,51.744,53.851,156989.12,194929.76,171975.56,23.7
2016-01-20,49.0,49.11,44.94,44.81,165919.2,-4.76,-9.58,49.654,54.476,53.438,168226.2,191019.49,164963.87,27.65
2016-01-19,47.95,50.58,49.69,47.86,160585.48,1.83,3.82,51.888,57.622,52.699,185050.82,203336.01,156828.51,26.76
2016-01-18,45.8,51.8,47.89,45.8,168347.83,-2.36,-4.7,52.648,59.598,51.585,196510.95,227512.63,148826.44,28.06
2016-01-15,55.0,55.66,50.25,50.25,147904.28,-5.58,-9.99,54.236,61.139,50.437,198471.47,250455.47,140432.55,24.65
2016-01-14,52.11,57.0,55.5,52.11,198374.22,-0.56,-1.0,56.646,61.994,49.058,232870.41,263950.93,133060.88,33.06
2016-01-13,53.2,57.75,56.11,53.2,250042.31,2.75,5.15,59.298,61.789,47.312,213812.78,244715.12,123163.42,41.67
2016-01-12,55.0,57.66,53.49,52.13,217886.12,-2.34,-4.19,63.356,61.037,45.443,221621.19,220025.19,110673.51,36.31
2016-01-11,56.99,58.6,55.83,55.83,178150.44,-6.2,-9.99,66.548,60.105,43.62,258514.3,198494.48,99792.55,29.69
2016-01-08,70.0,72.0,62.3,61.91,319898.94,-6.47,-9.41,68.042,58.537,41.603,302439.47,180893.43,90890.98,53.32
2016-01-07,76.4,78.5,68.76,68.76,103086.07,-7.64,-10.0,67.342,55.957,39.192,295031.45,149021.35,74912.88,17.18
2016-01-06,67.0,76.4,76.4,65.88,289084.38,6.95,10.01,64.28,52.399,37.635,275617.46,138908.24,73430.08,48.18
2016-01-05,57.0,69.45,69.45,57.0,402351.69,6.31,9.99,58.718,47.775,35.482,218429.18,110321.02,61449.29,67.06
2016-01-04,56.77,64.68,63.3,55.11,397776.25,4.5,7.65,53.662,43.572,33.484,138474.65,70140.25,41396.21,66.3
2015-12-31,58.8,58.8,58.8,58.0,282858.84,5.35,10.01,49.032,39.735,31.62,59347.4,30409.62,19122.45,47.14
2015-12-30,53.45,53.45,53.45,53.45,6016.13,4.86,10.0,44.572,36.121,29.808,3011.25,2170.84,1540.03,1.0
2015-12-29,48.59,48.59,48.59,48.59,3143.01,4.42,10.01,40.518,32.836,28.119,2199.03,1611.73,1220.31,0.52
2015-12-28,44.17,44.17,44.17,44.17,2579.0,4.02,10.01,36.832,29.85,26.545,2212.85,1321.83,1072.4,0.43
2015-12-25,40.15,40.15,40.15,40.15,2140.0,3.65,10.0,33.482,27.136,25.076,1805.85,1090.63,946.86,0.36
2015-12-24,36.5,36.5,36.5,36.5,1178.13,3.32,10.01,30.438,24.669,23.705,1471.85,888.53,838.39,0.2
2015-12-23,33.18,33.18,33.18,33.18,1955.0,3.02,10.01,27.67,22.426,22.426,1330.43,804.41,804.41,0.33
2015-12-22,30.16,30.16,30.16,30.16,3212.13,2.74,9.99,25.154,21.231,21.231,1024.43,676.57,676.57,0.54
2015-12-21,27.42,27.42,27.42,27.42,544.0,2.49,9.99,22.868,20.115,20.115,430.8,359.63,359.63,0.09
2015-12-18,24.93,24.93,24.93,24.93,470.0,2.27,10.02,20.79,19.071,19.071,375.4,333.29,333.29,0.08
2015-12-17,22.66,22.66,22.66,22.66,471.0,2.06,10.0,18.9,18.095,18.095,305.2,310.5,310.5,0.08
2015-12-16,20.6,20.6,20.6,20.6,425.0,1.87,9.98,17.182,17.182,17.182,278.4,278.4,278.4,0.07
2015-12-15,18.73,18.73,18.73,18.73,244.0,1.7,9.98,16.328,16.328,16.328,241.75,241.75,241.75,0.04
2015-12-14,17.03,17.03,17.03,17.03,267.0,1.55,10.01,15.527,15.527,15.527,241.0,241.0,241.0,0.04
2015-12-11,15.48,15.48,15.48,15.48,119.0,1.41,10.02,14.775,14.775,14.775,228.0,228.0,228.0,0.02
2015-12-10,14.07,14.07,14.07,14.07,337.0,4.3,44.01,14.07,14.07,14.07,337.0,337.0,337.0,0.06
